OBJECTID,ACRES,FIRE_ID,FIRE_NAME,YEAR,STARTMONTH,STARTDAY,SHAPE_Length,SHAPE_Area,FIRE_TYPE
20647,13980,UT4008811280519880616,SOUTHDAVIS,1988,6,16,100340.565743816,96795859.8627239,Wildfire
20648,2195,UT4024011384819850827,TRAIL G.,1985,8,27,41475.693505838,15262376.4776788,Wildfire
20649,8767,UT4024211191020070629,M&M COMPLEX,2007,6,29,59737.1712523233,60963065.250931,Wildfire
20650,1879,UT4024411387420060617,DUTCH,2006,6,17,21950.3759773638,13068780.8726781,Wildfire
20651,6957,UT4025211223019980703,FAUST,1998,7,3,48242.2295837295,48387746.9938896,Wildfire
20652,4076,UT4045611205520100919,MACHINE GUN,2010,9,19,43165.4412543467,28520226.4870188,Wildfire
20653,1412,UT4046211268619850731,ISLAND,1985,7,31,26148.5231714506,9881749.64741545,Wildfire
20654,6626,UT4081111249619960913,TABBY MOUNTAIN,1996,9,13,39498.1420599779,46856934.7148543,Wildfire
20655,3419,UT4081311247520120910,SHANTY CANYON,2012,9,10,31421.9228750795,24179462.2225978,Wildfire
20656,3136,UT4009611155619940910,TROJAN 2,1994,9,10,23074.984085964,21709947.25584,Wildfire
20657,3039,UT4010011263320140721,SHEEP,2014,7,21,26511.5510700844,21056432.783819,Wildfire
20658,1328,UT4010111181019950904,WEST MOUNTAIN,1995,9,4,21267.1894412302,9196488.92606815,Wildfire
20659,3536,UT4010111281319990623,PONY ROAD,1999,6,23,48933.9271383663,24487409.8466331,Wildfire
20660,36917,UT4010311277319940615,SIMPSON BT,1994,6,15,172092.968690094,255648442.964234,Wildfire
20661,1550,UT4025411222220120517,73,2012,5,17,26288.9442987761,10783420.6148328,Wildfire
20662,1911,UT4025511238119970629,RAILROAD #1,1997,6,29,20959.9679276249,13294723.6901884,Wildfire
20663,5036,UT4026611188719990814,CLAY PIT,1999,8,14,44790.685696917,35043429.6257288,Wildfire
20664,9719,UT4027011285120090806,WHITE ROCKS 1,2009,8,6,51096.2525144256,67633749.4483245,Wildfire
20665,1462,UT4027811284519980821,DUGWAY,1998,8,21,20062.1186032775,10172851.5456088,Wildfire
20666,5373,UT4027911289720140607,ROUGH HAUL,2014,6,7,61801.3075377406,37394226.6524892,Wildfire
20667,2041,UT4046511175120120703,QUAIL,2012,7,3,20854.3488458415,14286382.2059921,Wildfire
20668,2967,UT4046811253119890821,BOX ELDER,1989,8,21,30435.8364885463,20770214.5317994,Wildfire
20669,1139,UT4082811275819890814,LAKESIDE,1989,8,14,19634.8277561367,8058663.04255494,Wildfire
20670,3972,UT4083311142519920723,PIONEER,1992,7,23,35136.8504358257,28108780.4044249,Wildfire
20671,16165,UT4083411277420110716,LAKESIDE,2011,7,16,74593.9073952442,114583784.01844,Wildfire
20672,1033,UT4083611283719880725,SO MARBLE,1988,7,25,18535.9403375018,7310055.73811758,Wildfire
20673,16718,UT4084211250520000726,CASTLEROCK,2000,7,26,56676.1654904973,118329229.616164,Wildfire
20674,3689,UT4012011202119990625,CEDAR VALLEY,1999,6,25,44130.5963023488,25556287.5393341,Wildfire
20675,9667,UT4012611280119960614,ROUND TOP,1996,6,14,81549.6104022644,66955227.0192313,Wildfire
20676,2534,UT4028211250319940626,CHOKECHERRY FLAT,1994,6,26,24914.3581252664,17643412.5485252,Wildfire
20677,5291,UT4028411290419980719,SALT LAKE COMPLEX (WHITE ROCK),1998,7,19,63266.3950557426,36832701.1134231,Wildfire
20678,18234,UT4028711277319940702,POSTHOLLOW,1994,7,2,77476.5338464711,126951955.412871,Wildfire
20679,12851,UT4028911286119950901,DUGWAY #3,1995,9,1,77045.5393070292,89478182.6351723,Wildfire
20680,4479,UT4029711281119870920,POSTHOLLOW,1987,9,20,38423.3596092268,31193095.8355292,Wildfire
20681,5677,UT4033111194320120621,DUMP,2012,6,21,37079.2627449717,39550521.1289161,Wildfire
20682,16213,UT4033511304719981013,UNNAMED,1998,10,13,165323.709428656,112977162.974034,Unknown
20683,3084,UT4033911164519960805,VIVIAN COMPLEX (TANK),1996,8,5,20992.0192674142,21504178.2909552,Wildfire
20684,29563,UT4034111267020130810,PATCH SPRINGS,2013,8,10,96054.3053639314,206604134.949019,Wildfire
20685,1798,UT4084911276620060824,LANDFILL,2006,8,24,14770.4682631802,12731619.4894285,Wildfire
20686,1852,UT4084911279520070623,CRANER,2007,6,23,22652.7350653253,13112873.1336997,Wildfire
20687,31249,UT4084911290119950808,PUDDLE VALLEY,1995,8,8,142445.070221091,221665916.984477,Wildfire
20688,5581,UT4085211276619940705,LAKESIDE,1994,7,5,49843.1451219982,39514096.3138297,Wildfire
20689,14245,UT4086511073420020628,GARDEN VALLEY COMPLEX (EAST FORK),2002,6,28,95335.8705496083,100894765.197343,Wildfire
20690,4128,UT4086610989920050715,SHEEP CREEK WFU,2005,7,15,34132.3079290836,29242173.4744378,Wildland Fire Use
20691,5669,UT4013111217520000806,10 MILE PASS,2000,8,6,44760.8987052256,39289374.7790016,Wildfire
20692,3012,UT4013211253019960727,ONAQUI COMPLEX (AQUEDUCT),1996,7,27,24082.073337668,20877645.7335253,Wildfire
20693,552,WI4267308962920090412,COLD SPRINGS,2009,4,12,16814.5005909796,4135872.70894994,Wildfire
20694,1236,WI4352308861420100414,RX BURN,2010,4,14,21412.9577144719,9515275.60506066,Prescribed Fire
20695,812,WI4353808867419880417,PEACHY RD,1988,4,17,11502.9317684585,6258284.72665304,Wildfire
20696,938,WI4356508867719940402,SOMMERS,1994,4,2,17161.2055682989,7233248.00395168,Wildfire
20697,1733,WV3774808173119871108,BEECH BRANCH,1987,11,8,20800.3875229109,11234046.6789683,Wildfire
20698,27317,WV3775208224319871113,UNNAMED,1987,11,13,165988.265278881,177086447.15504,Unknown
20699,519,WV3775608180219991122,BUFFALO CREEK,1999,11,22,13882.1846693038,3366879.93890586,Wildfire
20700,14435,WV3776808161519911102,ROLLINS BRANCH,1991,11,2,96607.3299092589,93643110.0376121,Wildfire
20701,1212,WV3777108190719941107,PINE BRANCH,1994,11,7,31964.6444473017,7865055.64099677,Wildfire
20702,4551,WV3777508212619911029,SIMMONS FORK,1991,10,29,70975.573779695,29538973.426055,Wildfire
20703,1348,WV3787108181319880414,WHITE OAK,1988,4,14,21915.6678572818,8767003.81844895,Wildfire
20704,1606,WV3787508237220011102,STONECOAL/MARROWBONE,2001,11,2,24176.4094658189,10447311.8761338,Wildfire
20705,1632,WV3787708213220011030,MUD FORK MTN.,2001,10,30,24845.6471854059,10617732.0557318,Wildfire
20706,29308,WV3787708234119911027,JENNINGS CREEK,1991,10,27,188338.73582593,190681104.853936,Wildfire
20707,894,WV3803808223020011113,VANCE/SPRY BRANCH,2001,11,13,25893.1677629962,5840334.4250925,Wildfire
20708,1206,WV3804108138320011106,BURNWELL,2001,11,6,23555.3728701943,7877714.13513485,Wildfire
20709,795,WV3804408178219991117,JARRELL,1999,11,17,11155.1625922014,5193047.47225617,Wildfire
20710,1258,WV3748608192920011112,BEE BRANCH,2001,11,12,16763.4912754896,8096840.68813362,Wildfire
20711,966,WV3749108164019871102,DAVY BRANCH,1987,11,2,14076.8374115168,6222952.69095039,Wildfire
20712,1152,WV3749308189220101024,SHORTPOLE,2010,10,24,14195.9747198749,7417451.08644452,Wildfire
20713,1138,WV3788008212719991109,MUD FORK,1999,11,9,20318.0215848,7406072.28001076,Wildfire
20714,511,WV3788208207319931124,PIGEON ROAST BRANCH,1993,11,24,14986.7014485984,3326389.90379915,Wildfire
20715,1231,WV3788408211820001102,BLAIR FORK,2000,11,2,41624.1581927698,8011399.85348215,Wildfire
20716,2005,WV3794508188719911101,BROAD HOLLOW,1991,11,1,26655.602804303,13071147.2588891,Wildfire
20717,508,WV3794508207119950316,STRIKER FORK,1995,3,16,14021.611735592,3308778.4797486,Wildfire
20718,1143,WV3794608163320011030,BANDYTOWN,2001,10,30,23799.7002656085,7450383.05859885,Wildfire
20719,3074,WV3804408240819911027,DUNLOW,1991,10,27,40045.2716805183,20090478.048013,Wildfire
20720,1770,WV3805008223719871105,KIAHS CREEK,1987,11,5,19892.9519007943,11569588.9031487,Wildfire
20721,747,WV3805108226719871106,HURRICAN BRANCH,1987,11,6,11675.3066736511,4881355.90945026,Wildfire
20722,4022,WV3749908174119871108,SANDY HUFF BRANCH,1987,11,8,32554.0166174356,25902303.3430234,Wildfire
20723,1146,WV3750508182119871103,WAR BRANCH,1987,11,3,16658.8935844272,7384936.76599005,Wildfire
20724,520,WV3750708190020011102,MOHAWK BRANCH,2001,11,2,11672.7098973552,3349668.57804556,Wildfire
20725,655,WV3788508188419991120,PINE FORK,1999,11,20,16419.3080654113,4264067.04644447,Wildfire
20726,1438,WV3788908208620160404,UPPER CONLEY HOLLOW,2016,4,4,43758.9674248182,9359917.36432707,Wildfire
20727,3992,WV3790008180419871101,SPRUCE FORK,1987,11,1,48094.2024530877,25985538.4803887,Wildfire
20728,1978,WV3794608243820001101,SUMMER FORK,2000,11,1,27322.5417102083,12892821.413549,Wildfire
20729,1812,WV3794708162619941104,JARRELLS BRANCH,1994,11,4,26305.0975278465,11814741.7903431,Wildfire
20730,1146,WV3794908163419980328,BANDYTOWN,1998,3,28,21096.3090901314,7467728.41724572,Wildfire
20731,1739,WV3806208154419991113,LITTLE WHITE OAK,1999,11,13,20947.2310971164,11373522.9559593,Wildfire
20732,14744,WV3806408175719871104,RUCKERS BRANCH,1987,11,4,90058.2145644054,96408860.1047798,Wildfire
20733,3391,WV3806708150319871109,TENMILE FORK OF CABIN CREEK,1987,11,9,40393.2741910458,22173609.6771436,Wildfire
20734,663,WV3807508144220011108,LEEWOOD,2001,11,8,12336.3375606784,4337131.26257429,Wildfire
20735,1216,WV3751008187819871106,FOURPOLE CREEK,1987,11,6,25557.0567477496,7836825.38545634,Wildfire
20736,565,WV3751008191320011029,MOHAWK BRANCH,2001,10,29,10633.4165303435,3640553.33915489,Wildfire
20737,2157,WV3751408176319911105,BUFFALO CREEK,1991,11,5,24614.5927263006,13895677.3125612,Wildfire
20738,2105,WV3790008211519911029,CHAPMANVILEL,1991,10,29,28063.2411901136,13700625.2751111,Wildfire
20739,4802,WV3790308195019871104,PEACH CREEK,1987,11,4,65106.2931763225,31265515.7407717,Wildfire
20740,24070,WV3790808146419871105,ELLIS CREEK,1987,11,5,91301.0189726897,156732813.255464,Wildfire
20741,1131,WV3790908169419871107,COW CREEK,1987,11,7,19037.1927257839,7362679.28165446,Wildfire
20742,516,WV3791008231120001101,BREEDEN GAP,2000,11,1,14620.3151903008,3360553.53517584,Wildfire
20743,10704,WV3791108149819911025,BRUSHY FORK,1991,10,25,67263.2427783899,69703475.4125959,Wildfire
20744,61231,WV3791108213719871107,BRUSHY,1987,11,7,295920.200552921,398317974.24523,Wildfire
20745,4393,WV3794908245019871103,SUMMER FORK,1987,11,3,31491.2291080413,28637277.6924366,Wildfire
20746,1069,WV3795208025920140508,UNNAMED,2014,5,8,18395.9301173557,6971195.56550352,Unknown
20747,1821,WV3795308212620011108,BUCKS FORK,2001,11,8,18477.3930868522,11870092.4804444,Wildfire
20748,1760,WV3808008223319871102,TRACE BRANCH,1987,11,2,21454.2479911165,11515334.1203045,Wildfire
20749,789,WV3808308180520051120,NEWPORT MTN. ROAD RT. 3 SIDE,2005,11,20,17343.3917419784,5164037.29522065,Wildfire
20750,1382,WV3808508179319991120,PRICE BRANCH,1999,11,20,22534.9847269347,9043818.4055504,Wildfire
20751,1246,WV3751408190720101024,MOHAWK BRANCH,2010,10,24,14841.3797229048,8029661.81348406,Wildfire
20752,1102,WV3752008169820091107,RIDGE BETWEEN PAD FORK - LITTLE HUFF,2009,11,7,11412.9803995244,7102101.99811577,Wildfire
20753,3198,WV3752708154219871102,NANCY FORK,1987,11,2,35413.7640068723,20610684.95836,Wildfire
20754,7111,WV3753708187419911103,MUD LICK CREEK,1991,11,3,86576.3071901262,45857077.1832318,Wildfire
20755,3148,WV3754408188919991116,MULLINS BRANCH,1999,11,16,64191.570511312,20297393.0984727,Wildfire
20756,524,WV3791308216219950407,PIGEON ROAST,1995,4,7,16934.269790426,3410787.16088294,Wildfire
20757,863,WV3791608178719880323,DANIEL HOLLOW,1988,3,23,27078.9187755961,5619739.63010867,Wildfire
20758,1619,WV3791908234820011031,CHESTNUTLOG,2001,10,31,26526.6735014019,10548061.9886892,Wildfire
20759,1228,WV3795408139020011109,MARE BR. AMEAGLE,2001,11,9,23405.3133438406,8007213.22572548,Wildfire
20760,2424,WV3795608162419991119,BIG JARRELL,1999,11,19,42924.7230993795,15803924.4029266,Wildfire
20761,737,WV3796008170719991116,ROACH BRANCH,1999,11,16,13544.6428942403,4806743.61020974,Wildfire
20762,825,WV3796008171220160403,BOB WHITE,2016,4,3,19927.314241109,5375732.13828732,Wildfire
20763,879,WV3796308139620011031,LONG BR. AMEAGLE,2001,10,31,12262.1816132544,5732679.71169295,Wildfire
20764,3466,WI4410608974420050505,COTTONVILLE INCIDENT,2005,5,5,39816.750297538,27213869.3755131,Wildfire
20765,777,WI4416009018220071102,PR 16,2007,11,2,15219.0655813016,6114346.78707376,Prescribed Fire
20766,701,WI4416309016020060404,PR 17 RX FIRE,2006,4,4,13046.6579412376,5515103.42591399,Prescribed Fire
20767,750,WI4583509009419870420,FOULDS CREEK,1987,4,20,12362.4038279065,6249891.31985947,Wildfire
20768,1571,WV3754908159420001031,WOLF PEN,2000,10,31,19879.6735959649,10131607.7844606,Wildfire
20769,1635,WV3755508198520011119,UNNAMED,2001,11,19,20228.4783381806,10548215.9708893,Unknown
20770,1788,WV3755908211120011025,VULCAN,2001,10,25,26069.2744901476,11538316.8839109,Wildfire
20771,623,WV3792108240620000324,JENNIES CREEK,2000,3,24,15157.7655428156,4055337.99839484,Wildfire
20772,9017,WV3792408202819911023,CANE ROCK,1991,10,23,58294.329053748,58737564.0124916,Wildfire
20773,1146,WV3792508160520121117,BOONE-2012-63,2012,11,17,17212.1882261126,7465082.3625293,Wildfire
20774,4605,WV3792608179319911027,BEND BRANCH,1991,10,27,41035.7697665126,30002383.3849243,Wildfire
20775,14554,WV3792708230419871113,UNNAMED,1987,11,13,112507.863266237,94695178.1086766,Unknown
20776,504,WV3796308139819941108,DOW FORK,1994,11,8,12198.0880506622,3284183.3717467,Wildfire
20777,1097,WV3796508247320130406,WAYNE-S2013-108,2013,4,6,13250.5427797267,7155858.89226269,Wildfire
20778,3704,WV3796708138719991108,FULTON CREEK,1999,11,8,65994.7901003651,24160540.2148695,Wildfire
20779,1177,WV3796908245619950405,BURCHETT BRANCH,1995,4,5,20991.4988921872,7678454.11967922,Wildfire
20780,746,WV3797208138720101031,ABBOTT CREEK,2010,10,31,16845.449634432,4867255.76805789,Wildfire
20781,779,WI4586009263320131001,CRANBERRY FIRE,2013,10,1,16246.9316181847,6498274.69396567,Wildfire
20782,1072,WI4624209117320070429,PIONEER FIRE,2007,4,29,20836.3167049185,9067248.09888445,Wildfire
20783,6752,WI4627409167120130514,GERMANN ROAD FIRE,2013,5,14,60897.0859371983,57319180.4129783,Wildfire
20784,547,WI4651909221820070429,BN COMPLEX #2,2007,4,29,14349.4810972383,4671258.76440563,Wildfire
20785,2116,WI4661309124720140523,UNNAMED,2014,5,23,36408.8431214141,18142169.3626541,Prescribed Fire
20786,1362,WI4661709129920150521,UNNAMED,2015,5,21,18319.5646578001,11675397.0886217,Prescribed Fire
20787,1407,WI4661909124920150523,UNNAMED,2015,5,23,20950.8119398971,12065102.1740891,Prescribed Fire
20788,569,WV3756208209720011110,CEDAR,2001,11,10,12210.005073569,3670903.36365134,Wildfire
20789,1878,WV3756808187320011109,WHITE OAK BR.,2001,11,9,39677.8480845508,12119318.5814366,Wildfire
20790,1334,WV3793108160620101023,JAMES CREEK,2010,10,23,13714.3635710654,8691510.69118638,Wildfire
20791,17324,WV3793408158519911029,BROWNS BRANCH,1991,10,29,109026.786491209,112965214.904066,Wildfire
20792,1824,WV3793408246919911101,PETERS BRANCH,1991,11,1,17933.5110123617,11884701.3374747,Wildfire
20793,874,WV3793408247919950406,TUG RIVER ROAD,1995,4,6,15611.2117360836,5696603.41524048,Wildfire
20794,1809,WV3793508223420121111,MINGO-2012-43,2012,11,11,18394.0058437679,11787953.1541744,Wildfire
20795,1827,WV3797708188420011024,MIKE'S FORK,2001,10,24,18737.917134847,11919541.4097431,Wildfire
20796,541,WV3797808163820011117,BIG & LITTLE JERRELLS CK.,2001,11,17,13088.1997898495,3527029.59285758,Wildfire
20797,975,WV3798008121719911031,FLAG KNOB,1991,10,31,13961.0726681851,6363331.14441322,Wildfire
20798,859,WV3798108197319871103,GARRETT FORK,1987,11,3,11834.3559217008,5604037.37266967,Wildfire
20799,575,WV3798108222320011023,JIM'S BRANCH,2001,10,23,8676.15151836686,3750142.03920158,Wildfire
20800,2240,WI4663409125520130524,UNNAMED,2013,5,24,36323.447508498,19222721.1275374,Prescribed Fire
20801,2682,WI4664009130020160520,UNNAMED,2016,5,20,24000.7024631752,23010130.1034585,Prescribed Fire
20802,2987,WV3722908157219911030,JOHNSON HOLLOW,1991,10,30,27298.3339917121,19101339.7410341,Wildfire
20803,2147,WV3757708186519871113,UNNAMED,1987,11,13,36637.6035658523,13854990.6721248,Unknown
20804,677,WV3758708133220081101,IRIQUOIS,2008,11,1,11066.2622940482,4370453.82177323,Wildfire
20805,793,WV3758808189419950409,GILBERT CREEK,1995,4,9,21900.0650382043,5120716.31747689,Wildfire
20806,1375,WV3793608028220101114,PEACH ORCHARD RX,2010,11,14,20192.0464342624,8957241.42460201,Prescribed Fire
20807,2547,WV3793608147119991119,BACON HOLLOW,1999,11,19,33331.6879823286,16598978.7194861,Wildfire
20808,1194,WV3798408163520151118,LITTLE JERRELL,2015,11,18,20004.4518296572,7789226.4007729,Wildfire
20809,719,WV3798408221020011205,JIM'S BRANCH,2001,12,5,18864.6946430021,4691842.93202005,Wildfire
20810,1940,WV3798508221519911028,COPLEY TRACE,1991,10,28,19516.3684198252,12657887.5071373,Wildfire
20811,607,WV3723708170220121024,MCDOWELL-2012-17,2012,10,24,13298.3427637327,3882537.68605426,Wildfire
20812,4879,WV3724808168219871106,KIWIS CREEK,1987,11,6,43216.2851440546,31217436.749326,Wildfire
20813,1122,WV3728508168219871108,WAR,1987,11,8,23490.9668257342,7185182.73543201,Wildfire
20814,1566,WV3729408172019871109,SLATE CREEK,1987,11,9,21579.9045852594,10033889.4545263,Wildfire
20815,1918,WV3760008137219871105,ALLEN JCT.,1987,11,5,28568.3407609048,12384702.1784196,Wildfire
20816,1494,WV3760308184619911028,JUSTICE,1991,10,28,19967.4378496813,9649263.07053361,Wildfire
20817,998,WV3760708202720011106,MATE CREEK,2001,11,6,18660.8006908138,6447539.20132686,Wildfire
20818,8711,WV3760708211619941027,SCISSORSVILLE BRANCH,1994,10,27,72672.2434353158,56263127.3498488,Wildfire
20819,1210,WV3793808225019941107,PUMPKINFIELD BRANCH,1994,11,7,25088.3801537978,7886157.67440235,Wildfire
20820,1582,WV3793808225419980330,PUMPKIN FIELD BRANCH,1998,3,30,29960.6889634814,10307306.8771278,Wildfire
20821,1725,WV3798808201419911102,STONE BRANCH,1991,11,2,30660.5733710498,11258820.838445,Wildfire
20822,877,WV3799108123419991113,LICK FORK RIDGE,1999,11,13,15947.9692701999,5723857.12486821,Wildfire
20823,1732,WV3800108166019991110,DOLAN FORK,1999,11,10,21163.6130993444,11308836.1118887,Wildfire
20824,2291,WV3731208177220011101,PUCKETT RIDGE,2001,11,1,23702.8382741621,14682919.2234988,Wildfire
20825,4702,WV3731508172520011029,CROCKETT BRANCH,2001,10,29,40088.6656372788,30137470.2920077,Wildfire
20826,1594,WV3760808214619991112,GRORGE HIL,1999,11,12,17139.0376838953,10294263.2510647,Wildfire
20827,3213,WV3760908210620011031,MUNCHLINVILLE,2001,10,31,50873.4340335222,20755848.1314031,Wildfire
20828,1317,WV3761108202519941108,BEECH CREEK,1994,11,8,20986.4768678561,8505134.43747579,Wildfire
20829,1617,WV3793808225419991118,CUB BRANCH,1999,11,18,27677.2606933561,10540566.5342771,Wildfire
20830,1469,WV3794008162020100401,MARNIE,2010,4,1,29732.7776299729,9577345.26657702,Wildfire
20831,4065,WV3794308158219871103,ELK RUN,1987,11,3,42642.0949673037,26498268.037158,Wildfire
20832,530,WV3794408160720160405,BROWNS BRANCH,2016,4,5,10282.3957358992,3454512.33017287,Wildfire
20833,682,WV3800208244419941108,RIGHT FORK LOST CREEK,1994,11,8,17192.8496679923,4452161.16465826,Wildfire
20834,31509,WV3800508138319911027,KAYFORD MOUNTAIN,1991,10,27,155073.474864686,205643487.370608,Wildfire
20835,2963,WV3800808127219911105,JOHNSON BRANCH,1991,11,5,27683.5263163005,19348791.9672937,Wildfire
20836,1078,WV3801108220819871107,FRANCES CREEK,1987,11,7,16959.0991913027,7039915.13624826,Wildfire
20837,1887,WV3731708184419871102,WOLFPEN BRANCH,1987,11,2,18411.1600143404,12097611.660957,Wildfire
20838,5029,WV3732008179819911029,BRADSHAW,1991,10,29,61205.5227117185,32237863.5628581,Wildfire
20839,3490,WV3732308145619871106,SOUTH FORK OF TUG RIVER,1987,11,6,45355.3165070813,22372524.3603223,Wildfire
20840,2658,WV3732408176419871107,RAYSAL,1987,11,7,43536.9673429398,17042251.08512,Wildfire
20841,1427,WV3761308210120100403,THACKER,2010,4,3,23177.0814278705,9216162.0126175,Wildfire
20842,41794,WV3761408213719871113,UNNAMED,1987,11,13,313161.464405904,270190470.192828,Unknown
20843,1566,WV3761708192419911102,GILBERT CREEK,1991,11,2,23291.6428796533,10118191.7906752,Wildfire
20844,3720,WV3761908210119991118,MATE CREEK,1999,11,18,45704.1558673576,24033863.4188136,Wildfire
20845,519,WV3762308120620011102,WILLEBET,2001,11,2,8862.16009085956,3355750.39291886,Wildfire
20846,4916,WV3762408201319991115,BEECH CREEK,1999,11,15,69095.2470434638,31767339.2445003,Wildfire
20847,20813,WV3764008215019911026,TUG RIVER,1991,10,26,195355.943474107,134551479.808031,Wildfire
20848,2177,WV3777908227620100403,LENORE,2010,4,3,20366.5451080157,14128348.3697783,Wildfire
20849,4040,WV3778108190519871105,HENRY HOLLOW,1987,11,5,47834.6565735566,26217472.6067826,Wildfire
20850,3900,WV3778208186119911026,RIGHT FORK RUM CREEK,1991,10,26,42330.8976527949,25310101.0344497,Wildfire
20851,4777,WV3801608131819911031,MILBURN,1991,10,31,30910.4898088279,31194184.0598003,Wildfire
20852,1082,WV3801608202919911030,LIMESTONE BRANCH,1991,10,30,21185.5949333443,7066373.78850003,Wildfire
20853,914,WV3732408179319881104,DRY FORK,1988,11,4,16553.7391985335,5857651.03893504,Wildfire
20854,4393,WV3734308162620011030,MOUNTAIN FORK,2001,10,30,39424.399764239,28177991.6621322,Wildfire
20855,884,WV3764508173920011111,COAL MTN.,2001,11,11,20578.2590189706,5714609.84921948,Wildfire
20856,703,WV3764608215619941120,FERRELL BRANCH,1994,11,20,14916.2350133002,4543549.7576066,Wildfire
20857,3063,WV3764608216319991113,MARY TAYLOR MT.,1999,11,13,32836.7142968012,19804446.5785977,Wildfire
20858,3059,WV3765008129519911030,MULLENS BRANCH,1991,10,30,45071.4864734703,19778806.5596691,Wildfire
20859,543,WV3778408093720011108,ABRAHAM,2001,11,8,13550.7646859208,3522369.45002213,Wildfire
20860,1724,WV3779708192119941104,CAMP BRANCH,1994,11,4,32700.9165697647,11190120.0560519,Wildfire
20861,1782,WV3780208220420051125,RIGHT FORK OF LAUREL,2005,11,25,31604.3746960452,11568898.8724328,Wildfire
20862,1226,WV3801608217719950409,UNNAMED,1995,4,9,27498.21937073,8007522.27151905,Unknown
20863,5592,WV3802208179919871103,HUNTERS BRANCH,1987,11,3,37853.5871394177,36527442.7603818,Wildfire
20864,7029,WV3802208244719871103,MILL CREEK ROAD,1987,11,3,57547.9087658816,45909712.2112467,Wildfire
20865,1586,WV3738208166920011101,COALWOOD,2001,11,1,25151.2024039083,10183102.1969129,Wildfire
20866,3019,WV3739008166919950403,JIM BRANCH,1995,4,3,47900.1991269346,19390046.8517749,Wildfire
20867,936,WV3739208182219911028,BEARTOWN BRANCH,1991,10,28,20400.2483814241,6011692.76024656,Wildfire
20868,940,WV3739308182219871103,BEARTOWN BRANCH,1987,11,3,15025.2039899222,6034142.59405125,Wildfire
20869,1324,WV3765808182519950403,BUM FORK,1995,4,3,26207.2435486475,8563910.4268217,Wildfire
20870,2055,WV3766008212720011031,RED JACKET,2001,10,31,21953.0894866644,13293577.7709778,Wildfire
20871,8152,WV3766608190419911026,CANEBRAKE,1991,10,26,94195.7208880255,52739784.6728914,Wildfire
20872,13056,WV3780208221419911028,ROCK HOUSE BRANCH,1991,10,28,64591.7020757124,84775116.1221713,Wildfire
20873,3582,WV3780308164519871104,TONEY FORK,1987,11,4,45818.3720569041,23257398.698325,Wildfire
20874,3869,WV3780708171419871115,MADISON,1987,11,15,51667.5257973889,25121743.6690582,Wildfire
20875,5771,WV3781208172019911027,ELSIE CREEK,1991,10,27,71720.7737188039,37483577.9830802,Wildfire
20876,966,WV3781308224520060225,RIGHT FORK OF LAUREL CREEK,2006,2,25,16716.5945080473,6272633.56165359,Wildfire
20877,1355,WV3781808186219991114,SLAGLE CREEK,1999,11,14,32170.4932146033,8803118.5235939,Wildfire
20878,925,WV3782508161919871116,ROCK LICK BRANCH,1987,11,16,19645.484497429,6006999.64956609,Wildfire
20879,1578,WV3802308215119871103,LITTLE HARTS,1987,11,3,26146.880911103,10305785.3233113,Wildfire
20880,4299,WV3802608180719991111,HUNTERS BRANCH,1999,11,11,35503.1230602188,28080100.7771103,Wildfire
20881,943,WV3740608169020011031,MEATHOUSE FORK,2001,10,31,15096.8302593694,6061786.56446097,Wildfire
20882,692,WV3741508116920011110,CABLE RD.,2001,11,10,8947.65233469088,4448271.50547538,Wildfire
20883,530,WV3741608177919950406,HARMON BRANCH,1995,4,6,11488.858594336,3402809.96803869,Wildfire
20884,540,WV3741608177920001031,MILE BRANCH,2000,10,31,13131.0613473783,3471132.02503054,Wildfire
20885,726,WV3742608187819871030,WHETSTONE BRANCH,1987,10,30,12262.5226194924,4663971.18916112,Wildfire
20886,2055,WV3767608221619991113,LICK CREEK,1999,11,13,30307.3300264094,13296448.4696997,Wildfire
20887,612,WV3767608222920011023,CINDERELLA,2001,10,23,9010.87939825237,3961541.70081307,Wildfire
20888,5048,WV3768108192619871113,UNNAMED,1987,11,13,45366.5294759911,32668747.3387488,Unknown
20889,775,WV3768208189220011013,SAND LICK CREEK,2001,10,13,13333.2784553001,5016637.1969325,Wildfire
20890,5776,WV3768608228919911028,BUFFALO CREEK ROAD,1991,10,28,63304.3578308409,37388421.9095872,Wildfire
20891,1997,WV3782508173219941111,SWEET FORK,1994,11,11,40719.5809331975,12976867.0035849,Wildfire
20892,1436,WV3782908201520011101,WHITMAN,2001,11,1,14924.6180619032,9331025.63534761,Wildfire
20893,6635,WV3783508151019911101,PEACHTREE,1991,11,1,48236.9309939922,43120793.6762414,Wildfire
20894,1424,WV3783608198619871113,UNNAMED,1987,11,13,14324.5167095863,9257018.1690146,Unknown
20895,1772,WV3802608202719871113,UNNAMED,1987,11,13,22769.3653756581,11576799.4469952,Unknown
20896,4145,WV3802708215819991119,THOMPSON BRANCH,1999,11,19,81931.8166381786,27068961.2414656,Wildfire
20897,1084,WV3803108241119941202,UNNAMED,1994,12,2,32564.9363490338,7085233.35290258,Unknown
20898,4961,WV3803208184719911028,BALL FORK,1991,10,28,55077.4977903902,32413795.9728071,Wildfire
20899,784,WV3743808193620151114,TRACE FORK,2015,11,14,11886.9622999559,5042232.1286118,Wildfire
20900,695,WV3745108189919871105,PANTHER CREEK,1987,11,5,12372.5107408987,4471550.43999316,Wildfire
